Partner Country,Unit,region,subregion,quarter,year,value
Vietnam,M3,Asia,southeast asia,Q1,2016,4396.02675
Vietnam,M3,Asia,southeast asia,Q2,2016,6170.7015
Vietnam,M3,Asia,southeast asia,Q3,2016,10771.0395
Vietnam,M3,Asia,southeast asia,Q4,2016,15556.73775
Vietnam,M3,Asia,southeast asia,Q1,2017,15950.907
World,M3,world ,0,Q1,2009,12330
World,M3,world ,0,Q2,2009,23046
World,M3,world ,0,Q3,2009,25849
World,M3,world ,0,Q4,2009,29758
World,M3,world ,0,Q1,2010,26506
World,M3,world ,0,Q2,2010,41427
World,M3,world ,0,Q3,2010,68648
World,M3,world ,0,Q4,2010,99579
World,M3,world ,0,Q1,2011,81930
World,M3,world ,0,Q2,2011,110879
World,M3,world ,0,Q3,2011,190433
World,M3,world ,0,Q4,2011,181632
World,M3,world ,0,Q1,2012,186316
World,M3,world ,0,Q2,2012,194893
World,M3,world ,0,Q3,2012,193990
World,M3,world ,0,Q4,2012,182398
World,M3,world ,0,Q1,2013,250179
World,M3,world ,0,Q2,2013,280977
World,M3,world ,0,Q3,2013,262199
World,M3,world ,0,Q4,2013,263156
World,M3,world ,0,Q1,2014,505968.6218
World,M3,world ,0,Q2,2014,517225.8165
World,M3,world ,0,Q3,2014,435784.68
World,M3,world ,0,Q4,2014,255410.0888
World,M3,world ,0,Q1,2015,186407.1863
World,M3,world ,0,Q2,2015,181723.899
World,M3,world ,0,Q3,2015,232214.8193
World,M3,world ,0,Q4,2015,112842.8348
World,M3,world ,0,Q1,2016,156215.955
World,M3,world ,0,Q2,2016,251717.3213
World,M3,world ,0,Q3,2016,182826
World,M3,world ,0,Q4,2016,223997.949
World,M3,world ,0,Q1,2017,280732.7745
Zambia,M3,Africa,other africa,Q1,2009,0
Zambia,M3,Africa,other africa,Q2,2009,0
Zambia,M3,Africa,other africa,Q3,2009,0
Zambia,M3,Africa,other africa,Q4,2009,0
Zambia,M3,Africa,other africa,Q1,2010,0
Zambia,M3,Africa,other africa,Q2,2010,0
Zambia,M3,Africa,other africa,Q3,2010,0
Zambia,M3,Africa,other africa,Q4,2010,0
Zambia,M3,Africa,other africa,Q1,2011,0
Zambia,M3,Africa,other africa,Q2,2011,0
Zambia,M3,Africa,other africa,Q3,2011,0
Zambia,M3,Africa,other africa,Q4,2011,0
Zambia,M3,Africa,other africa,Q1,2012,0
Zambia,M3,Africa,other africa,Q2,2012,0
Zambia,M3,Africa,other africa,Q3,2012,10
Zambia,M3,Africa,other africa,Q4,2012,0
Zambia,M3,Africa,other africa,Q1,2013,27
Zambia,M3,Africa,other africa,Q2,2013,40
Zambia,M3,Africa,other africa,Q3,2013,560
Zambia,M3,Africa,other africa,Q4,2013,862
Zambia,M3,Africa,other africa,Q1,2014,207.9855
Zambia,M3,Africa,other africa,Q2,2014,791.18025
Zambia,M3,Africa,other africa,Q3,2014,662.8725
Zambia,M3,Africa,other africa,Q4,2014,562.53975
Zambia,M3,Africa,other africa,Q1,2015,196.5375
Zambia,M3,Africa,other africa,Q2,2015,104.85
Zambia,M3,Africa,other africa,Q3,2015,263.2125
Zambia,M3,Africa,other africa,Q4,2015,418.8675
Zambia,M3,Africa,other africa,Q1,2016,194.3625
Zambia,M3,Africa,other africa,Q2,2016,0
Zambia,M3,Africa,other africa,Q3,2016,73.47
Zambia,M3,Africa,other africa,Q4,2016,200.037
Zambia,M3,Africa,other africa,Q1,2017,18.75
Angola,USD,Africa,other africa,Q1,2009,0
Angola,USD,Africa,other africa,Q2,2009,0
Angola,USD,Africa,other africa,Q3,2009,0
Angola,USD,Africa,other africa,Q4,2009,0
Angola,USD,Africa,other africa,Q1,2010,0
Angola,USD,Africa,other africa,Q2,2010,0
Angola,USD,Africa,other africa,Q3,2010,0
Angola,USD,Africa,other africa,Q4,2010,0
Angola,USD,Africa,other africa,Q1,2011,0
Angola,USD,Africa,other africa,Q2,2011,0
Angola,USD,Africa,other africa,Q3,2011,0
Angola,USD,Africa,other africa,Q4,2011,0
Angola,USD,Africa,other africa,Q1,2012,86162
Angola,USD,Africa,other africa,Q2,2012,0
Angola,USD,Africa,other africa,Q3,2012,0
Angola,USD,Africa,other africa,Q4,2012,0
Angola,USD,Africa,other africa,Q1,2013,0
Angola,USD,Africa,other africa,Q2,2013,0
Angola,USD,Africa,other africa,Q3,2013,0
Angola,USD,Africa,other africa,Q4,2013,0
Angola,USD,Africa,other africa,Q1,2014,0
Angola,USD,Africa,other africa,Q2,2014,0
Angola,USD,Africa,other africa,Q3,2014,0
Angola,USD,Africa,other africa,Q4,2014,0
Angola,USD,Africa,other africa,Q1,2015,0
Angola,USD,Africa,other africa,Q2,2015,0
Angola,USD,Africa,other africa,Q3,2015,0
Angola,USD,Africa,other africa,Q4,2015,0
Angola,USD,Africa,other africa,Q1,2016,0
Angola,USD,Africa,other africa,Q2,2016,0
Angola,USD,Africa,other africa,Q3,2016,0
Angola,USD,Africa,other africa,Q4,2016,0
Angola,USD,Africa,other africa,Q1,2017,0
Australia,USD,Oceania,0,Q1,2009,0
Australia,USD,Oceania,0,Q2,2009,29868
Australia,USD,Oceania,0,Q3,2009,0
Australia,USD,Oceania,0,Q4,2009,24985
Australia,USD,Oceania,0,Q1,2010,0
Australia,USD,Oceania,0,Q2,2010,0
Australia,USD,Oceania,0,Q3,2010,51275
Australia,USD,Oceania,0,Q4,2010,16564
Australia,USD,Oceania,0,Q1,2011,0
Australia,USD,Oceania,0,Q2,2011,9873
Australia,USD,Oceania,0,Q3,2011,15120
Australia,USD,Oceania,0,Q4,2011,25938
Australia,USD,Oceania,0,Q1,2012,12119
Australia,USD,Oceania,0,Q2,2012,6062
Australia,USD,Oceania,0,Q3,2012,10609
Australia,USD,Oceania,0,Q4,2012,303219
Australia,USD,Oceania,0,Q1,2013,0
Australia,USD,Oceania,0,Q2,2013,16510
Australia,USD,Oceania,0,Q3,2013,0
Australia,USD,Oceania,0,Q4,2013,0
Australia,USD,Oceania,0,Q1,2014,0
Australia,USD,Oceania,0,Q2,2014,0
Australia,USD,Oceania,0,Q3,2014,0
Australia,USD,Oceania,0,Q4,2014,0
Australia,USD,Oceania,0,Q1,2015,0
Australia,USD,Oceania,0,Q2,2015,0
Australia,USD,Oceania,0,Q3,2015,0
Australia,USD,Oceania,0,Q4,2015,0
Australia,USD,Oceania,0,Q1,2016,0
Australia,USD,Oceania,0,Q2,2016,0
Australia,USD,Oceania,0,Q3,2016,0
Australia,USD,Oceania,0,Q4,2016,0
Australia,USD,Oceania,0,Q1,2017,0
Belize,USD,Latin America,0,Q1,2009,0
Belize,USD,Latin America,0,Q2,2009,0
Belize,USD,Latin America,0,Q3,2009,0
Belize,USD,Latin America,0,Q4,2009,0
Belize,USD,Latin America,0,Q1,2010,0
Belize,USD,Latin America,0,Q2,2010,26513
Belize,USD,Latin America,0,Q3,2010,15779
Belize,USD,Latin America,0,Q4,2010,49458
Belize,USD,Latin America,0,Q1,2011,263139
Belize,USD,Latin America,0,Q2,2011,260859
Belize,USD,Latin America,0,Q3,2011,446083
Belize,USD,Latin America,0,Q4,2011,1183582
Belize,USD,Latin America,0,Q1,2012,3368255
Belize,USD,Latin America,0,Q2,2012,1176164
Belize,USD,Latin America,0,Q3,2012,1824524
Belize,USD,Latin America,0,Q4,2012,549606
Belize,USD,Latin America,0,Q1,2013,465531
Belize,USD,Latin America,0,Q2,2013,1658940
Belize,USD,Latin America,0,Q3,2013,3030261
Belize,USD,Latin America,0,Q4,2013,2624287
Belize,USD,Latin America,0,Q1,2014,415329
Belize,USD,Latin America,0,Q2,2014,580666
Belize,USD,Latin America,0,Q3,2014,3278279
Belize,USD,Latin America,0,Q4,2014,1633054
Belize,USD,Latin America,0,Q1,2015,155052
Belize,USD,Latin America,0,Q2,2015,146730
Belize,USD,Latin America,0,Q3,2015,617463
Belize,USD,Latin America,0,Q4,2015,181712
Belize,USD,Latin America,0,Q1,2016,34310
Belize,USD,Latin America,0,Q2,2016,35186
Belize,USD,Latin America,0,Q3,2016,189946
Belize,USD,Latin America,0,Q4,2016,366022
Belize,USD,Latin America,0,Q1,2017,0
Benin,USD,Africa,west africa,Q1,2009,0
Benin,USD,Africa,west africa,Q2,2009,0
Benin,USD,Africa,west africa,Q3,2009,12528
Benin,USD,Africa,west africa,Q4,2009,98558
Benin,USD,Africa,west africa,Q1,2010,0
Benin,USD,Africa,west africa,Q2,2010,487947
Benin,USD,Africa,west africa,Q3,2010,765330
Benin,USD,Africa,west africa,Q4,2010,283553
Benin,USD,Africa,west africa,Q1,2011,80183
Benin,USD,Africa,west africa,Q2,2011,2233915
Benin,USD,Africa,west africa,Q3,2011,7210725
Benin,USD,Africa,west africa,Q4,2011,9101699
Benin,USD,Africa,west africa,Q1,2012,6450964
Benin,USD,Africa,west africa,Q2,2012,8837482
Benin,USD,Africa,west africa,Q3,2012,4576779
Benin,USD,Africa,west africa,Q4,2012,6407924
Benin,USD,Africa,west africa,Q1,2013,7270023
Benin,USD,Africa,west africa,Q2,2013,6112571
Benin,USD,Africa,west africa,Q3,2013,7382295
Benin,USD,Africa,west africa,Q4,2013,4107215
Benin,USD,Africa,west africa,Q1,2014,13243561
Benin,USD,Africa,west africa,Q2,2014,31758051
Benin,USD,Africa,west africa,Q3,2014,14965069
Benin,USD,Africa,west africa,Q4,2014,4231613
Benin,USD,Africa,west africa,Q1,2015,3358615
Benin,USD,Africa,west africa,Q2,2015,5961333
Benin,USD,Africa,west africa,Q3,2015,3739184
Benin,USD,Africa,west africa,Q4,2015,1267469
Benin,USD,Africa,west africa,Q1,2016,5257972
Benin,USD,Africa,west africa,Q2,2016,10171008
Benin,USD,Africa,west africa,Q3,2016,514746
Benin,USD,Africa,west africa,Q4,2016,11771
Benin,USD,Africa,west africa,Q1,2017,0
Bolivia,USD,Latin America,0,Q1,2009,0
Bolivia,USD,Latin America,0,Q2,2009,0
Bolivia,USD,Latin America,0,Q3,2009,0
Bolivia,USD,Latin America,0,Q4,2009,0
Bolivia,USD,Latin America,0,Q1,2010,0
Bolivia,USD,Latin America,0,Q2,2010,0
Bolivia,USD,Latin America,0,Q3,2010,0
Bolivia,USD,Latin America,0,Q4,2010,0
Bolivia,USD,Latin America,0,Q1,2011,0
Bolivia,USD,Latin America,0,Q2,2011,0
Bolivia,USD,Latin America,0,Q3,2011,15482
Bolivia,USD,Latin America,0,Q4,2011,32074
Bolivia,USD,Latin America,0,Q1,2012,31909
Bolivia,USD,Latin America,0,Q2,2012,0
Bolivia,USD,Latin America,0,Q3,2012,29481
Bolivia,USD,Latin America,0,Q4,2012,0
Bolivia,USD,Latin America,0,Q1,2013,0
Bolivia,USD,Latin America,0,Q2,2013,0
Bolivia,USD,Latin America,0,Q3,2013,0
Bolivia,USD,Latin America,0,Q4,2013,0
Bolivia,USD,Latin America,0,Q1,2014,0
Bolivia,USD,Latin America,0,Q2,2014,0
Bolivia,USD,Latin America,0,Q3,2014,0
Bolivia,USD,Latin America,0,Q4,2014,0
Bolivia,USD,Latin America,0,Q1,2015,0
Bolivia,USD,Latin America,0,Q2,2015,0
Bolivia,USD,Latin America,0,Q3,2015,0
Bolivia,USD,Latin America,0,Q4,2015,0
Bolivia,USD,Latin America,0,Q1,2016,0
Bolivia,USD,Latin America,0,Q2,2016,0
Bolivia,USD,Latin America,0,Q3,2016,0
Bolivia,USD,Latin America,0,Q4,2016,0
Bolivia,USD,Latin America,0,Q1,2017,0
Brazil,USD,Latin America,0,Q1,2009,0
Brazil,USD,Latin America,0,Q2,2009,0
Brazil,USD,Latin America,0,Q3,2009,0
Brazil,USD,Latin America,0,Q4,2009,0
Brazil,USD,Latin America,0,Q1,2010,0
Brazil,USD,Latin America,0,Q2,2010,0
Brazil,USD,Latin America,0,Q3,2010,0
Brazil,USD,Latin America,0,Q4,2010,41720
Brazil,USD,Latin America,0,Q1,2011,0
Brazil,USD,Latin America,0,Q2,2011,0
Brazil,USD,Latin America,0,Q3,2011,18583
Brazil,USD,Latin America,0,Q4,2011,15795
Brazil,USD,Latin America,0,Q1,2012,20544
Brazil,USD,Latin America,0,Q2,2012,0
Brazil,USD,Latin America,0,Q3,2012,22150
Brazil,USD,Latin America,0,Q4,2012,0
Brazil,USD,Latin America,0,Q1,2013,0
Brazil,USD,Latin America,0,Q2,2013,0
Brazil,USD,Latin America,0,Q3,2013,0
Brazil,USD,Latin America,0,Q4,2013,0
Brazil,USD,Latin America,0,Q1,2014,0
Brazil,USD,Latin America,0,Q2,2014,0
Brazil,USD,Latin America,0,Q3,2014,0
Brazil,USD,Latin America,0,Q4,2014,0
Brazil,USD,Latin America,0,Q1,2015,73215
Brazil,USD,Latin America,0,Q2,2015,0
Brazil,USD,Latin America,0,Q3,2015,21698
Brazil,USD,Latin America,0,Q4,2015,41625
Brazil,USD,Latin America,0,Q1,2016,0
Brazil,USD,Latin America,0,Q2,2016,0
Brazil,USD,Latin America,0,Q3,2016,0
Brazil,USD,Latin America,0,Q4,2016,46993
Brazil,USD,Latin America,0,Q1,2017,0
Burkina Faso,USD,Africa,west africa,Q1,2009,0
Burkina Faso,USD,Africa,west africa,Q2,2009,0
Burkina Faso,USD,Africa,west africa,Q3,2009,0
Burkina Faso,USD,Africa,west africa,Q4,2009,0
Burkina Faso,USD,Africa,west africa,Q1,2010,0
Burkina Faso,USD,Africa,west africa,Q2,2010,0
Burkina Faso,USD,Africa,west africa,Q3,2010,0
Burkina Faso,USD,Africa,west africa,Q4,2010,0
Burkina Faso,USD,Africa,west africa,Q1,2011,0
Burkina Faso,USD,Africa,west africa,Q2,2011,0
Burkina Faso,USD,Africa,west africa,Q3,2011,0
Burkina Faso,USD,Africa,west africa,Q4,2011,0
Burkina Faso,USD,Africa,west africa,Q1,2012,0
Burkina Faso,USD,Africa,west africa,Q2,2012,0
Burkina Faso,USD,Africa,west africa,Q3,2012,183549
Burkina Faso,USD,Africa,west africa,Q4,2012,0
Burkina Faso,USD,Africa,west africa,Q1,2013,0
Burkina Faso,USD,Africa,west africa,Q2,2013,0
Burkina Faso,USD,Africa,west africa,Q3,2013,0
Burkina Faso,USD,Africa,west africa,Q4,2013,0
Burkina Faso,USD,Africa,west africa,Q1,2014,0
Burkina Faso,USD,Africa,west africa,Q2,2014,0
Burkina Faso,USD,Africa,west africa,Q3,2014,0
Burkina Faso,USD,Africa,west africa,Q4,2014,0
Burkina Faso,USD,Africa,west africa,Q1,2015,0
Burkina Faso,USD,Africa,west africa,Q2,2015,0
Burkina Faso,USD,Africa,west africa,Q3,2015,0
Burkina Faso,USD,Africa,west africa,Q4,2015,0
Burkina Faso,USD,Africa,west africa,Q1,2016,0
Burkina Faso,USD,Africa,west africa,Q2,2016,0
Burkina Faso,USD,Africa,west africa,Q3,2016,0
Burkina Faso,USD,Africa,west africa,Q4,2016,0
Burkina Faso,USD,Africa,west africa,Q1,2017,0
Cambodia,USD,Asia,southeast asia,Q1,2009,1169961
Cambodia,USD,Asia,southeast asia,Q2,2009,1434174
Cambodia,USD,Asia,southeast asia,Q3,2009,1098490
Cambodia,USD,Asia,southeast asia,Q4,2009,2319153
Cambodia,USD,Asia,southeast asia,Q1,2010,312533
Cambodia,USD,Asia,southeast asia,Q2,2010,1067395
Cambodia,USD,Asia,southeast asia,Q3,2010,1828788
Cambodia,USD,Asia,southeast asia,Q4,2010,1348388
Cambodia,USD,Asia,southeast asia,Q1,2011,313612
Cambodia,USD,Asia,southeast asia,Q2,2011,8338168
Cambodia,USD,Asia,southeast asia,Q3,2011,11011887
Cambodia,USD,Asia,southeast asia,Q4,2011,2040857
Cambodia,USD,Asia,southeast asia,Q1,2012,1434402
Cambodia,USD,Asia,southeast asia,Q2,2012,4338952
Cambodia,USD,Asia,southeast asia,Q3,2012,3073787
Cambodia,USD,Asia,southeast asia,Q4,2012,3163041
Cambodia,USD,Asia,southeast asia,Q1,2013,3051056
Cambodia,USD,Asia,southeast asia,Q2,2013,15733865
Cambodia,USD,Asia,southeast asia,Q3,2013,38066799
Cambodia,USD,Asia,southeast asia,Q4,2013,13874446
Cambodia,USD,Asia,southeast asia,Q1,2014,34585122
Cambodia,USD,Asia,southeast asia,Q2,2014,46332133
Cambodia,USD,Asia,southeast asia,Q3,2014,38084530
Cambodia,USD,Asia,southeast asia,Q4,2014,4214894
Cambodia,USD,Asia,southeast asia,Q1,2015,2142945
Cambodia,USD,Asia,southeast asia,Q2,2015,1311628
Cambodia,USD,Asia,southeast asia,Q3,2015,1123938
Cambodia,USD,Asia,southeast asia,Q4,2015,927336
Cambodia,USD,Asia,southeast asia,Q1,2016,2233208
Cambodia,USD,Asia,southeast asia,Q2,2016,658068
Cambodia,USD,Asia,southeast asia,Q3,2016,585555
Cambodia,USD,Asia,southeast asia,Q4,2016,0
Cambodia,USD,Asia,southeast asia,Q1,2017,392683
Cameroon,USD,Africa,congo basin,Q1,2009,91147
Cameroon,USD,Africa,congo basin,Q2,2009,0
Cameroon,USD,Africa,congo basin,Q3,2009,0
Cameroon,USD,Africa,congo basin,Q4,2009,16478
Cameroon,USD,Africa,congo basin,Q1,2010,0
Cameroon,USD,Africa,congo basin,Q2,2010,51841
Cameroon,USD,Africa,congo basin,Q3,2010,793
Cameroon,USD,Africa,congo basin,Q4,2010,0
Cameroon,USD,Africa,congo basin,Q1,2011,172509
Cameroon,USD,Africa,congo basin,Q2,2011,91604
Cameroon,USD,Africa,congo basin,Q3,2011,506559
Cameroon,USD,Africa,congo basin,Q4,2011,93730
Cameroon,USD,Africa,congo basin,Q1,2012,281012
Cameroon,USD,Africa,congo basin,Q2,2012,28952
Cameroon,USD,Africa,congo basin,Q3,2012,109300
Cameroon,USD,Africa,congo basin,Q4,2012,60519
Cameroon,USD,Africa,congo basin,Q1,2013,58000
Cameroon,USD,Africa,congo basin,Q2,2013,60000
Cameroon,USD,Africa,congo basin,Q3,2013,179800
Cameroon,USD,Africa,congo basin,Q4,2013,224061
Cameroon,USD,Africa,congo basin,Q1,2014,59715
Cameroon,USD,Africa,congo basin,Q2,2014,0
Cameroon,USD,Africa,congo basin,Q3,2014,0
Cameroon,USD,Africa,congo basin,Q4,2014,69591
Cameroon,USD,Africa,congo basin,Q1,2015,43780
Cameroon,USD,Africa,congo basin,Q2,2015,39677
Cameroon,USD,Africa,congo basin,Q3,2015,120438
Cameroon,USD,Africa,congo basin,Q4,2015,51605
Cameroon,USD,Africa,congo basin,Q1,2016,0
Cameroon,USD,Africa,congo basin,Q2,2016,3799
Cameroon,USD,Africa,congo basin,Q3,2016,12519
Cameroon,USD,Africa,congo basin,Q4,2016,252909
Cameroon,USD,Africa,congo basin,Q1,2017,83980
Chile,USD,Latin America,0,Q1,2009,9288
Chile,USD,Latin America,0,Q2,2009,0
Chile,USD,Latin America,0,Q3,2009,0
Chile,USD,Latin America,0,Q4,2009,0
Chile,USD,Latin America,0,Q1,2010,0
Chile,USD,Latin America,0,Q2,2010,0
Chile,USD,Latin America,0,Q3,2010,0
Chile,USD,Latin America,0,Q4,2010,0
Chile,USD,Latin America,0,Q1,2011,0
Chile,USD,Latin America,0,Q2,2011,0
Chile,USD,Latin America,0,Q3,2011,0
Chile,USD,Latin America,0,Q4,2011,0
Chile,USD,Latin America,0,Q1,2012,0
Chile,USD,Latin America,0,Q2,2012,0
Chile,USD,Latin America,0,Q3,2012,0
Chile,USD,Latin America,0,Q4,2012,0
Chile,USD,Latin America,0,Q1,2013,0
Chile,USD,Latin America,0,Q2,2013,0
Chile,USD,Latin America,0,Q3,2013,0
Chile,USD,Latin America,0,Q4,2013,0
Chile,USD,Latin America,0,Q1,2014,0
Chile,USD,Latin America,0,Q2,2014,0
Chile,USD,Latin America,0,Q3,2014,0
Chile,USD,Latin America,0,Q4,2014,0
Chile,USD,Latin America,0,Q1,2015,0
Chile,USD,Latin America,0,Q2,2015,0
Chile,USD,Latin America,0,Q3,2015,0
Chile,USD,Latin America,0,Q4,2015,0
Chile,USD,Latin America,0,Q1,2016,0
Chile,USD,Latin America,0,Q2,2016,0
Chile,USD,Latin America,0,Q3,2016,0
Chile,USD,Latin America,0,Q4,2016,0
Chile,USD,Latin America,0,Q1,2017,0
China,USD,Asia,other asia,Q1,2009,0
China,USD,Asia,other asia,Q2,2009,0
China,USD,Asia,other asia,Q3,2009,0
China,USD,Asia,other asia,Q4,2009,0
China,USD,Asia,other asia,Q1,2010,0
China,USD,Asia,other asia,Q2,2010,0
China,USD,Asia,other asia,Q3,2010,0
China,USD,Asia,other asia,Q4,2010,0
China,USD,Asia,other asia,Q1,2011,0
China,USD,Asia,other asia,Q2,2011,0
China,USD,Asia,other asia,Q3,2011,0
China,USD,Asia,other asia,Q4,2011,0
China,USD,Asia,other asia,Q1,2012,0
China,USD,Asia,other asia,Q2,2012,0
China,USD,Asia,other asia,Q3,2012,0
China,USD,Asia,other asia,Q4,2012,0
China,USD,Asia,other asia,Q1,2013,0
China,USD,Asia,other asia,Q2,2013,0
China,USD,Asia,other asia,Q3,2013,0
China,USD,Asia,other asia,Q4,2013,0
China,USD,Asia,other asia,Q1,2014,83928
China,USD,Asia,other asia,Q2,2014,0
China,USD,Asia,other asia,Q3,2014,0
China,USD,Asia,other asia,Q4,2014,0
China,USD,Asia,other asia,Q1,2015,0
China,USD,Asia,other asia,Q2,2015,0
China,USD,Asia,other asia,Q3,2015,0
China,USD,Asia,other asia,Q4,2015,0
China,USD,Asia,other asia,Q1,2016,0
China,USD,Asia,other asia,Q2,2016,0
China,USD,Asia,other asia,Q3,2016,0
China,USD,Asia,other asia,Q4,2016,0
China,USD,Asia,other asia,Q1,2017,0
Colombia,USD,Latin America,0,Q1,2009,0
Colombia,USD,Latin America,0,Q2,2009,0
Colombia,USD,Latin America,0,Q3,2009,0
Colombia,USD,Latin America,0,Q4,2009,0
Colombia,USD,Latin America,0,Q1,2010,0
Colombia,USD,Latin America,0,Q2,2010,0
Colombia,USD,Latin America,0,Q3,2010,0
Colombia,USD,Latin America,0,Q4,2010,0
Colombia,USD,Latin America,0,Q1,2011,0
Colombia,USD,Latin America,0,Q2,2011,0
Colombia,USD,Latin America,0,Q3,2011,0
Colombia,USD,Latin America,0,Q4,2011,0
Colombia,USD,Latin America,0,Q1,2012,0
Colombia,USD,Latin America,0,Q2,2012,41758
Colombia,USD,Latin America,0,Q3,2012,0
Colombia,USD,Latin America,0,Q4,2012,0
Colombia,USD,Latin America,0,Q1,2013,0
Colombia,USD,Latin America,0,Q2,2013,0
Colombia,USD,Latin America,0,Q3,2013,0
Colombia,USD,Latin America,0,Q4,2013,0
Colombia,USD,Latin America,0,Q1,2014,0
Colombia,USD,Latin America,0,Q2,2014,0
Colombia,USD,Latin America,0,Q3,2014,236868
Colombia,USD,Latin America,0,Q4,2014,0
Colombia,USD,Latin America,0,Q1,2015,0
Colombia,USD,Latin America,0,Q2,2015,0
Colombia,USD,Latin America,0,Q3,2015,0
Colombia,USD,Latin America,0,Q4,2015,0
Colombia,USD,Latin America,0,Q1,2016,0
Colombia,USD,Latin America,0,Q2,2016,0
Colombia,USD,Latin America,0,Q3,2016,0
Colombia,USD,Latin America,0,Q4,2016,0
Colombia,USD,Latin America,0,Q1,2017,0
Congo,USD,Africa,congo basin,Q1,2009,214621
Congo,USD,Africa,congo basin,Q2,2009,318583
Congo,USD,Africa,congo basin,Q3,2009,106326
Congo,USD,Africa,congo basin,Q4,2009,231198
Congo,USD,Africa,congo basin,Q1,2010,21561
Congo,USD,Africa,congo basin,Q2,2010,73239
Congo,USD,Africa,congo basin,Q3,2010,55377
Congo,USD,Africa,congo basin,Q4,2010,206467
Congo,USD,Africa,congo basin,Q1,2011,2318602
Congo,USD,Africa,congo basin,Q2,2011,3546713
Congo,USD,Africa,congo basin,Q3,2011,2588341
Congo,USD,Africa,congo basin,Q4,2011,3089128
Congo,USD,Africa,congo basin,Q1,2012,2739710
Congo,USD,Africa,congo basin,Q2,2012,5506309
Congo,USD,Africa,congo basin,Q3,2012,920254
Congo,USD,Africa,congo basin,Q4,2012,2094713
Congo,USD,Africa,congo basin,Q1,2013,2692411
Congo,USD,Africa,congo basin,Q2,2013,1610868
Congo,USD,Africa,congo basin,Q3,2013,1405192
Congo,USD,Africa,congo basin,Q4,2013,998707
Congo,USD,Africa,congo basin,Q1,2014,649908
Congo,USD,Africa,congo basin,Q2,2014,1138736
Congo,USD,Africa,congo basin,Q3,2014,4369449
Congo,USD,Africa,congo basin,Q4,2014,1487891
Congo,USD,Africa,congo basin,Q1,2015,2333772
Congo,USD,Africa,congo basin,Q2,2015,1929201
Congo,USD,Africa,congo basin,Q3,2015,1373410
Congo,USD,Africa,congo basin,Q4,2015,1024768
Congo,USD,Africa,congo basin,Q1,2016,986996
Congo,USD,Africa,congo basin,Q2,2016,1746537
Congo,USD,Africa,congo basin,Q3,2016,2503724
Congo,USD,Africa,congo basin,Q4,2016,1599125
Congo,USD,Africa,congo basin,Q1,2017,1658854
"Congo, Dem. Rep.",USD,Africa,congo basin,Q1,2009,284819
"Congo, Dem. Rep.",USD,Africa,congo basin,Q2,2009,225566
"Congo, Dem. Rep.",USD,Africa,congo basin,Q3,2009,0
"Congo, Dem. Rep.",USD,Africa,congo basin,Q4,2009,406866
"Congo, Dem. Rep.",USD,Africa,congo basin,Q1,2010,1190634
"Congo, Dem. Rep.",USD,Africa,congo basin,Q2,2010,1194286
"Congo, Dem. Rep.",USD,Africa,congo basin,Q3,2010,923997
"Congo, Dem. Rep.",USD,Africa,congo basin,Q4,2010,2043843
"Congo, Dem. Rep.",USD,Africa,congo basin,Q1,2011,5669156
"Congo, Dem. Rep.",USD,Africa,congo basin,Q2,2011,6108406
"Congo, Dem. Rep.",USD,Africa,congo basin,Q3,2011,10471100
"Congo, Dem. Rep.",USD,Africa,congo basin,Q4,2011,9381134
"Congo, Dem. Rep.",USD,Africa,congo basin,Q1,2012,11162808
"Congo, Dem. Rep.",USD,Africa,congo basin,Q2,2012,7572510
"Congo, Dem. Rep.",USD,Africa,congo basin,Q3,2012,9765436
"Congo, Dem. Rep.",USD,Africa,congo basin,Q4,2012,11770704
"Congo, Dem. Rep.",USD,Africa,congo basin,Q1,2013,4920437
"Congo, Dem. Rep.",USD,Africa,congo basin,Q2,2013,3835954
"Congo, Dem. Rep.",USD,Africa,congo basin,Q3,2013,8576654
"Congo, Dem. Rep.",USD,Africa,congo basin,Q4,2013,7652287
"Congo, Dem. Rep.",USD,Africa,congo basin,Q1,2014,11229439
"Congo, Dem. Rep.",USD,Africa,congo basin,Q2,2014,7779472
"Congo, Dem. Rep.",USD,Africa,congo basin,Q3,2014,6170407
"Congo, Dem. Rep.",USD,Africa,congo basin,Q4,2014,9247522
"Congo, Dem. Rep.",USD,Africa,congo basin,Q1,2015,8364064
"Congo, Dem. Rep.",USD,Africa,congo basin,Q2,2015,8118826
"Congo, Dem. Rep.",USD,Africa,congo basin,Q3,2015,5997321
"Congo, Dem. Rep.",USD,Africa,congo basin,Q4,2015,1410174
"Congo, Dem. Rep.",USD,Africa,congo basin,Q1,2016,2164379
"Congo, Dem. Rep.",USD,Africa,congo basin,Q2,2016,1995063
"Congo, Dem. Rep.",USD,Africa,congo basin,Q3,2016,3227137
"Congo, Dem. Rep.",USD,Africa,congo basin,Q4,2016,769923
"Congo, Dem. Rep.",USD,Africa,congo basin,Q1,2017,1514589
Costa Rica,USD,Latin America,0,Q1,2009,0
Costa Rica,USD,Latin America,0,Q2,2009,0
Costa Rica,USD,Latin America,0,Q3,2009,0
Costa Rica,USD,Latin America,0,Q4,2009,0
Costa Rica,USD,Latin America,0,Q1,2010,0
Costa Rica,USD,Latin America,0,Q2,2010,0
Costa Rica,USD,Latin America,0,Q3,2010,0
Costa Rica,USD,Latin America,0,Q4,2010,0
Costa Rica,USD,Latin America,0,Q1,2011,0
